Rank,Name,Platform,Year,Month,Date,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
8775,G.I. Joe: The Rise of Cobra,Wii,2009,Aug,04,undefined,Electronic Arts  ,Double Helix Games  ,4.8,,0.17,0.03,,0.02,0.22
8776,Quantum Conundrum,PC,2012,Jun,21,undefined,Square Enix  ,Unknown  ,,,,,,,
8777,Harry Potter and the Deathly Hallows - Part 2,DS,2011,Jul,12,undefined,Electronic Arts  ,EA Bright Light  ,,,0.1,0.09,,0.02,0.22
8778,Herdy Gerdy,PS2,2002,Mar,04,undefined,Eidos Interactive  ,Core Design Ltd.  ,,,0.11,0.08,,0.03,0.22
8779,Super Lucky's Tale,XOne,2017,Nov,07,undefined,Microsoft Studios  ,Playful Corp.  ,6.5,,0.13,0.07,,0.02,0.22
8780,Jewel Quest: Expeditions,DS,2007,Sep,18,undefined,Activision  ,"iWin, Inc.  ",,,0.03,0.17,,0.01,0.22
8781,They Bleed Pixels,PC,N/A,N/A,N/A,undefined,Unknown  ,Spooky Squid Games Inc.  ,,,,,,,
8782,Dai-2-Ji Super Robot Taisen OG,PS3,2012,Nov,29,undefined,Namco Bandai Games  ,TOSE  ,,,,,0.22,,0.22
8783,Evolve,PC,2015,Feb,10,undefined,2K Games  ,Unknown  ,,,0.1,0.1,,0.02,0.22
8784,Bionic Dues,PC,N/A,N/A,N/A,undefined,Unknown  ,"Arcen Games, LLC  ",,,,,,,
8785,Armored Core V,X360,2012,Mar,20,undefined,Namco Bandai  ,From Software  ,,,0.13,0.03,0.04,0.01,0.22
8786,Digimon World Re:Digitize,PSP,2012,Jul,19,undefined,Namco Bandai Games  ,Tri-Crescendo  ,,,,,0.22,,0.22
8787,UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Jun,28,undefined,THQ  ,THQ  ,4.5,,0.1,0.08,,0.03,0.22
8788,Over G Fighters,X360,2006,Jun,27,undefined,Ubisoft  ,Taito Corporation  ,5.1,,0.19,0.01,,0.02,0.22
8789,NBA In The Zone 2000,PS,2000,Feb,02,undefined,Konami  ,KCEO  ,,,0.12,0.08,,0.01,0.21
8790,Dark Summit,PS2,2001,Nov,26,undefined,THQ  ,Radical Entertainment  ,,,0.11,0.08,,0.03,0.21
8791,Anarchy Reigns,PS3,2013,Jan,08,undefined,Sega  ,PlatinumGames  ,,,0.1,0.03,0.06,0.03,0.21
8792,Cabela's Big Game Hunter: Ultimate Challenge,PS,2001,Dec,04,undefined,Activision Value  ,Coresoft  ,,,0.12,0.08,,0.01,0.21
8793,DiRT Rally,XOne,2016,Apr,05,undefined,Codemasters  ,Codemasters  ,,,0.12,0.08,,0.02,0.21
8794,Magician's Quest: Town of Magic,3DS,2012,Dec,20,undefined,Konami Digital Entertainment  ,Konami  ,,,,,0.21,,0.21
8795,Road Redemption,PC,N/A,N/A,N/A,undefined,Unknown  ,Pixel Dash Studios  ,,,,,,,
8796,Rampage: Total Destruction,Wii,2006,Nov,14,undefined,Midway Games  ,"Pipeworks Software, Inc.  ",,,0.19,0.01,,0.02,0.21
8797,TRON: Evolution - Battle Grids,Wii,2010,Dec,07,undefined,Disney Interactive Studios  ,n-Space  ,,,0.17,0.03,,0.01,0.21
8798,The Dukes of Hazzard: Return of the General Lee,PS2,2004,Sep,28,undefined,Ubisoft  ,Ratbag  ,,,0.11,0.08,,0.03,0.21
8799,UFC Undisputed 2010,PSP,2010,Sep,07,undefined,THQ  ,Yuke's Future Media Creators  ,7.7,,0.11,0.07,,0.04,0.21
8800,Pandemonium!,PS,1996,Oct,31,undefined,Crystal Dynamics  ,Toys for Bob  ,,,0.12,0.08,,0.01,0.21
8801,Petz Rescue: Wildlife Vet,Wii,2008,Oct,21,undefined,Ubisoft  ,Virtual Toys / Lexis Numerique  ,,,0.2,0.0,,0.02,0.21
8802,Namco Museum: 50th Anniversary,GC,2005,Aug,30,undefined,Namco  ,Digital Eclipse  ,,,0.17,0.04,,0.01,0.21
8803,Crash 'N' Burn,PS2,2004,Nov,15,undefined,Eidos Interactive  ,Climax Group  ,,,0.11,0.08,,0.03,0.21
8804,EVE: Valkyrie,PS4,2016,Oct,13,undefined,Sony Interactive Entertainment  ,CCP  ,,,0.11,0.06,,0.04,0.21
8805,MLB 10: The Show,PSP,2010,Mar,02,undefined,Sony Computer Entertainment  ,SCEA San Diego Studios  ,7.0,,0.19,,,0.02,0.21
8806,NBA,PSP,2005,Mar,16,undefined,Sony Computer Entertainment  ,989 Sports  ,6.4,7.2,0.2,,,0.02,0.21
8807,Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009,Sep,29,undefined,Ubisoft  ,Game Arts  ,7.2,,0.11,0.08,,0.03,0.21
8808,Pro Yakyuu Greatest Nine '97,SAT,1997,Mar,28,undefined,Sega  ,Sega  ,,,,,0.21,,0.21
8809,Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,2014,Mar,11,undefined,Tecmo Koei  ,Gust  ,,,0.06,0.03,0.1,0.02,0.21
8810,Lunar: Silver Star Story Complete,SAT,1997,Jul,04,undefined,Kadokawa Shoten  ,Kadokawa Shoten  ,,,,,0.21,0.0,0.21
8811,Dorabase DS: Dramatic Stadium,DS,2007,Dec,20,undefined,Namco Bandai  ,Bandai Namco Games  ,,,,,0.21,,0.21
8812,Star Trek: The Game,X360,2013,Apr,23,undefined,Namco Bandai Games  ,Digital Extremes  ,,,0.12,0.08,,0.02,0.21
8813,Disaster Report,PS2,2003,Feb,15,undefined,Agetec  ,Irem Software Engineering  ,,,0.03,0.02,0.15,0.01,0.21
8814,EVE: burst error,SAT,1997,Jan,24,undefined,Imagineer  ,C's Ware  ,,,,,0.21,,0.21
8815,Heroes of Ruin,3DS,2012,Jul,17,undefined,Square Enix  ,n-Space  ,6.6,,0.13,0.07,,0.02,0.21
8816,Backyard NFL Football '09,Wii,2008,Oct,21,undefined,Atari  ,Humongous Entertainment  ,,,0.2,,,0.02,0.21
8817,Now! That's What I Call Music: Dance & Sing,Wii,2011,Nov,25,undefined,Unknown  ,Tubby Games  ,,,,0.18,,0.03,0.21
8818,Faerie Solitaire,PC,N/A,N/A,N/A,undefined,Unknown  ,Subsoap  ,,,,,,,
8819,College Hoops 2K7,X360,2006,Nov,20,undefined,2K Sports  ,Visual Concepts  ,7.9,,0.2,,,0.02,0.21
8820,Phantasy Star 0,DS,2009,Nov,10,undefined,Sega  ,Sonic Team  ,7.5,,0.16,0.0,0.2,0.01,0.38
8821,NCAA March Madness 08,X360,2007,Dec,11,undefined,EA Sports  ,EA Canada  ,,,0.2,,,0.02,0.21
8822,Speed Racer: The Videogame,PS2,2008,Sep,16,undefined,Warner Bros. Interactive  ,Sidhe Interactive  ,,,0.1,0.08,,0.03,0.21
8823,Nintendo Presents: Crossword Collection,DS,2009,Dec,18,undefined,Nintendo  ,Nintendo  ,,,,0.19,,0.02,0.21
8824,TowerFall Ascension,PC,2014,Mar,11,undefined,Matt Makes Games Inc.  ,Matt Thorson  ,9.0,,,,,,
8825,Bratz: Forever Diamondz,GC,2006,Sep,18,undefined,THQ  ,Blitz Games  ,,,0.17,0.04,,0.01,0.21
8826,WCW Backstage Assault,PS,2000,Jan,01,undefined,Electronic Arts  ,Electronic Arts  ,,,0.12,0.08,,0.01,0.21
8827,SingStar Pop Edition,PS3,2009,May,01,undefined,Sony Computer Entertainment  ,SCEE London Studio  ,,,,0.19,,0.03,0.21
8828,The Legend of Heroes: Trails of Cold Steel,PS3,2015,Dec,22,undefined,Xseed Games  ,Nihon Falcom Corporation  ,,,0.06,0.02,0.12,0.02,0.21
8829,Wild Wild Racing,PS2,2000,Oct,25,undefined,Interplay  ,Rage Software  ,,,0.1,0.08,,0.03,0.21
8830,The Bard's Tale,PS2,2004,Oct,26,undefined,inXile Entertainment  ,InXile Entertainment  ,,,0.1,0.08,,0.03,0.21
8831,The Magic School Bus: Oceans,DS,2011,Oct,25,undefined,Scholastic Inc.  ,Scholastic Media  ,,,0.2,,,0.02,0.21
8832,Hannah Montana: The Movie,X360,2009,Apr,07,undefined,Disney Interactive Studios  ,n-Space  ,,,0.14,0.05,,0.02,0.21
8833,Momotarou Dentetsu 16,PS2,2006,Dec,07,undefined,Hudson Soft  ,Hudson Soft  ,,,,,0.21,,0.21
8834,Senran Kagura: Peach Beach Splash,PS4,2017,Sep,26,undefined,Xseed Games  ,Marvelous Entertainment  ,,,0.09,0.02,0.08,0.02,0.21
8835,Robotech: The Macross Saga,GBA,2002,Oct,27,undefined,TDK Mediactive  ,Lucky Chicken  ,,,0.15,0.06,,0.0,0.21
8836,Yu Yu Hakusho: Dark Tournament,PS2,N/A,N/A,N/A,undefined,Unknown  ,Digital Fiction  ,,,0.1,0.08,,0.03,0.21
8837,Toy Soldiers,PC,N/A,N/A,N/A,undefined,Unknown  ,Signal Studios  ,,,,,,,
8838,MTV Celebrity Deathmatch,XB,2003,Oct,14,undefined,Gotham Games  ,Big Ape Productions  ,,,0.16,0.05,,0.01,0.21
8839,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010,Oct,07,undefined,Namco Bandai  ,Bandai Namco Games  ,,,,,0.21,,0.21
8840,SBK X: Superbike World Championship,PS3,2010,Dec,07,undefined,Deep Silver  ,Milestone S.r.l  ,,,0.05,0.13,,0.04,0.21
8841,Ys VIII: Lacrimosa of Dana,PS4,2017,Sep,12,undefined,NIS America  ,Falcom  ,,,0.08,0.04,0.08,0.02,0.21
8842,Lost Planet 3,PS3,2013,Aug,27,undefined,Capcom  ,Spark Unlimited  ,,,0.07,0.05,0.06,0.03,0.21
8843,Petz: Horse Club,Wii,2008,Nov,11,undefined,Ubisoft  ,Phoenix  ,,,0.2,,,0.02,0.21
8844,Conflict Zone,PS2,2002,Oct,19,undefined,Ubisoft  ,MASA Group  ,,,0.1,0.08,,0.03,0.21
8845,Hitman: HD Trilogy,PS3,2013,Jan,29,undefined,Square Enix  ,Unknown  ,,,0.07,0.1,,0.03,0.21
8846,Madden NFL 07,DS,2006,Aug,22,undefined,EA Sports  ,Exient Entertainment  ,6.9,,0.2,0.0,,0.02,0.21
8847,High School Musical 3: Senior Year DANCE!,X360,2008,Oct,28,undefined,Disney Interactive Studios  ,Page 44 Studios  ,,,0.19,0.0,,0.02,0.21
8848,Tom Clancy's Splinter Cell: Blacklist,PC,2013,Aug,20,undefined,Ubisoft  ,Ubisoft Toronto  ,8.9,,0.06,0.14,,0.02,0.21
8849,Yoostar2,X360,2011,Mar,08,undefined,Unknown  ,Blitz Game Studios  ,,,0.11,0.09,,0.02,0.21
8850,BloodRayne,XB,2002,Oct,15,undefined,Majesco  ,Terminal Reality  ,7.3,,0.16,0.05,,0.01,0.21
8851,Just Dance 2018,XOne,2017,Oct,24,undefined,Ubisoft  ,Ubisoft Paris  ,,,0.15,0.04,,0.02,0.21
8852,Where's Waldo? The Fantastic Journey,DS,2009,Sep,22,undefined,Ubisoft  ,Classic Media Distribution Limited  ,,,0.2,,,0.02,0.21
8853,The Con,PSP,2005,Oct,18,undefined,Sony Computer Entertainment  ,Think and Feel  ,6.8,,0.19,0.0,,0.02,0.21
8854,NHL 2K6,XB,2005,Sep,06,undefined,2K Sports  ,Kush Games  ,,,0.16,0.05,,0.01,0.21
8855,Marvel Super Hero Squad,PSP,2009,Oct,20,undefined,THQ  ,Mass Media Inc.  ,,,0.17,0.02,,0.02,0.21
8856,Homefront: The Revolution,XOne,2016,May,17,undefined,Deep Silver  ,Dambuster Studios  ,,,0.1,0.09,,0.02,0.21
8857,Tenchu: Return From Darkness,XB,2004,Mar,10,undefined,Activision  ,K2 LLC  ,,,0.16,0.05,,0.01,0.21
8858,World Poker Tour,PS2,2005,Oct,18,undefined,2K Sports  ,2K Sports  ,,,0.1,0.08,,0.03,0.21
8859,Neo Contra,PS2,2004,Oct,19,undefined,Konami  ,Konami Computer Entertainment Tokyo  ,6.9,,0.1,0.08,,0.03,0.21
8860,Tony Hawk's American Sk8land,DS,2005,Nov,16,undefined,Activision  ,Vicarious Visions  ,8.7,,0.19,0.01,,0.02,0.21
8861,MVP Baseball,PSP,2005,May,18,undefined,Electronic Arts  ,EA Canada  ,6.6,,0.2,,,0.02,0.21
8862,Bound By Flame,PS4,2014,May,07,undefined,Focus Home Interactive  ,Spiders  ,,,0.08,0.09,,0.04,0.21
8863,Hasbro Family Game Night 3,X360,2010,Oct,26,undefined,Electronic Arts  ,EA Bright Light  ,,,0.17,0.03,,0.02,0.21
8864,Breakaway IV,2600,2078,Jan,01,undefined,Sears   ,Atari  ,,,0.2,0.01,,0.0,0.21
8865,Ghostbusters II,2600,2070,Jan,01,undefined,Unknown  ,Salu Ltd.  ,,,0.2,0.01,,0.0,0.21
8866,RealSports Baseball,2600,1982,Jan,01,undefined,Atari  ,Atari  ,,,0.2,0.01,,0.0,0.21
8867,Fate/Extella: The Umbral Star,NS,2017,Jul,25,undefined,Xseed Games  ,Marvelous Entertainment  ,8.0,,0.1,0.06,0.04,0.02,0.21
8868,Prince of Persia: Revelations,PSP,2005,Dec,06,undefined,Ubisoft  ,"Pipeworks Software, Inc.  ",6.3,,0.18,0.01,,0.02,0.21
8869,Imagine: Boutique Owner,DS,2009,Jun,02,undefined,Ubisoft  ,Creative Patterns  ,,,0.2,0.0,,0.01,0.21
8870,Radiant Historia: Perfect Chronology,3DS,2018,Feb,13,undefined,Atlus  ,Atlus  ,8.1,,0.11,0.03,0.06,0.01,0.21
8871,LEGO Marvel's Avengers,PC,2016,Jan,26,undefined,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,,0.01,,0.0,0.01
8872,The BIGS 2,X360,2009,Jul,07,undefined,2K Sports  ,Blue Castle Games  ,,,0.19,0.01,,0.02,0.21
8873,Frogger 3D,3DS,2011,Sep,20,undefined,Konami  ,Alpha Unit  ,7.0,,0.16,0.04,,0.02,0.21
8874,50 Cent: Blood on the Sand,X360,2009,Feb,24,undefined,THQ  ,Swordfish Studios  ,7.3,,0.12,0.07,0.0,0.02,0.21
8875,Viewtiful Joe 2,PS2,2004,Dec,07,undefined,Capcom  ,Clover Studio  ,,,0.1,0.08,,0.03,0.21
8876,Rochard,PC,N/A,N/A,N/A,undefined,Unknown  ,Recoil Games  ,,,,,,,
8877,Quake III: Revolution,PS2,2001,Mar,26,undefined,Electronic Arts  ,Bullfrog Productions  ,,,0.1,0.08,,0.03,0.21
8878,Pac-Man World 3,PS2,2005,Nov,15,undefined,Namco  ,Blitz Games  ,,,0.1,0.08,,0.03,0.21
8879,Bass Pro Shops: The Strike,X360,2009,Sep,29,undefined,XS Games  ,Griffin International  ,,,0.2,,,0.02,0.21
8880,Naruto: Clash of Ninja (JP sales),GC,2006,Mar,07,undefined,D3 Publisher  ,Tomy Corporation  ,,,,,0.21,0.01,0.21
8881,Robotech: Battlecry,XB,2002,Sep,25,undefined,TDK Mediactive  ,Vicious Cycle  ,,,0.16,0.05,,0.01,0.21
8882,NOëL: NOT DiGITAL,PS,1996,Jul,26,undefined,Pioneer LDC  ,Pioneer LDC  ,,,,,0.2,0.01,0.21
8883,Dragon Ball Z Hyper Dimension,SNES,1996,Jan,01,undefined,Bandai  ,TOSE  ,,,,,0.21,,0.21
8884,FIFA 16,PC,2015,Sep,22,undefined,EA Sports  ,EA Canada  ,8.5,,0.07,0.13,,0.02,0.21
8885,Human Resource Machine,PC,N/A,N/A,N/A,undefined,Unknown  ,Tomorrow Corporation  ,,,,,,,
8886,Pro Evolution Soccer 2012,Wii,2011,Nov,15,undefined,Konami  ,Konami  ,,,0.08,0.08,0.03,0.02,0.21
8887,HBO Boxing,PS,2000,Nov,20,undefined,Acclaim Entertainment  ,Osiris Studios  ,,,0.12,0.08,,0.01,0.21
8888,Cursed Mountain,Wii,2009,Aug,25,undefined,Deep Silver  ,Sproing Interactive Media / Deep Silver Vienna  ,6.3,,0.09,0.1,,0.02,0.21
8889,Darkwatch,XB,2005,Aug,16,undefined,Capcom  ,High Moon Studios  ,,,0.16,0.05,,0.01,0.21
8890,Move Fitness,PS3,2013,Mar,26,undefined,Sony Computer Entertainment  ,Sony Computer Entertainment  ,5.0,,,0.17,,0.04,0.21
8891,Ninja Gaiden: Dragon Sword,DS,2008,Mar,25,undefined,Tecmo  ,Team Ninja  ,8.0,,0.16,0.01,0.02,0.02,0.21
8892,Bratz: Girlz Really Rock,Wii,2008,Oct,13,undefined,THQ  ,Blitz Games  ,,,0.19,0.0,,0.02,0.21
8893,de Blob 2,PS3,2011,Feb,22,undefined,THQ  ,Blue Tongue  ,7.5,,0.11,0.07,,0.03,0.21
8894,The Chronicles of Narnia: Prince Caspian,DS,2008,May,15,undefined,Disney Interactive Studios  ,Fall Line Studio  ,,,0.19,0.01,,0.02,0.21
8895,A Boy and His Blob,Wii,2009,Oct,13,undefined,Majesco  ,WayForward Technologies  ,7.9,,0.18,0.01,,0.02,0.21
8896,Front Mission 5: Scars of the War,PS2,2005,Dec,29,undefined,Square Enix  ,Square Enix  ,,,,,0.21,,0.21
8897,Tekken 3D: Prime Edition,3DS,2012,Feb,14,undefined,Namco Bandai  ,Namco Bandai Games  ,6.5,,0.06,0.08,0.05,0.01,0.21
8898,Maximo vs Army of Zin,PS2,2004,Jan,20,undefined,Capcom  ,Capcom  ,,,0.1,0.08,,0.03,0.21
8899,The Fairly OddParents: Breakin' Da Rules,GC,2003,Nov,03,undefined,THQ  ,Blitz Games  ,,,0.16,0.04,,0.01,0.21
8900,Blocks That Matter,PC,2011,Aug,20,undefined,Unknown  ,Swing Swing Submarine  ,,,,,,,
8901,The Legend of Spyro: The Eternal Night,Wii,2007,Oct,18,undefined,Sierra Entertainment  ,Krome Studios  ,,,0.18,0.02,,0.02,0.21
8902,Age of Empires: Mythologies,DS,2008,Nov,24,undefined,THQ  ,Griptonite  ,8.2,,0.16,0.03,,0.02,0.21
8903,Order Up!,Wii,2008,Jul,22,undefined,Zoo Games  ,SuperVillain Studios  ,,,0.19,0.01,,0.02,0.21
8904,Summoner 2,PS2,2002,Sep,23,undefined,THQ  ,Volition Inc.  ,,,0.1,0.08,,0.03,0.21
8905,The Land Before Time: Big Water Adventure,PS,2002,Nov,27,undefined,TDK Mediactive  ,Digital Illusions  ,,,0.12,0.08,,0.01,0.21
8906,Ultimate General: Gettysburg,PC,2014,Oct,16,undefined,Game-Labs  ,Game-Labs  ,,,,,,,
8907,You Don't Know Jack,Wii,2011,Feb,08,undefined,THQ  ,"Jellyvision, Inc.  ",8.0,,0.19,,,0.02,0.21
8908,Project Versus J,PSV,2015,Jun,30,undefined,Namco Bandai Games  ,Unknown  ,,,,0.03,0.17,0.01,0.21
8909,Shadow of Destiny,PS2,2001,Mar,05,undefined,Konami  ,Konami  ,,,0.09,0.07,0.03,0.02,0.21
8910,Brunswick Pro Bowling,PSP,2007,Aug,28,undefined,Crave Entertainment  ,Point of View  ,6.5,,0.19,,,0.02,0.21
8911,Valkyria Chronicles III: Unrecorded Chronicles,PSP,2070,Jan,01,undefined,Unknown  ,Sega WOW Overworks  ,,,,,0.21,,0.21
8912,Cabela's Deer Hunt: 2004 Season,XB,2003,Aug,27,undefined,Activision  ,FUN Labs  ,,,0.16,0.05,,0.01,0.21
8913,The Sims 4: Cats & Dogs,PC,2017,Nov,10,undefined,Electronic Arts  ,Maxis  ,,,,0.2,,0.01,0.21
8914,Baja: Edge of Control,PS3,2008,Sep,22,undefined,THQ  ,2XL Games  ,5.0,,0.1,0.08,,0.03,0.21
8915,Fallout 76,PC,2018,Nov,14,undefined,Bethesda Softworks  ,Bethesda Game Studios  ,3.7,,0.12,0.07,,0.02,0.21
8916,ClayFighter 63 1/3,N64,1997,Sep,30,undefined,Interplay  ,Danger Productions  ,3.1,,0.17,0.04,,0.0,0.21
8917,Cruis'n Exotica,N64,2000,Oct,16,undefined,Midway Games  ,Gratuitous Games  ,5.8,,0.17,0.04,,0.0,0.21
8918,Gex 3: Deep Cover Gecko,N64,1999,Aug,31,undefined,Crave Entertainment  ,Gratuitous Games  ,,,0.17,0.04,,0.0,0.21
8919,K-ON! Houkago Live!!,PSP,2010,Sep,30,undefined,Sega  ,Sega  ,,,,,0.25,,0.25
8920,Monopoly,N64,1999,Dec,17,undefined,Hasbro Interactive  ,Minds-Eye Productions  ,,,0.17,0.04,,0.0,0.21
8921,WCW Nitro,N64,1998,Feb,10,undefined,THQ  ,Inland Productions  ,,,0.17,0.04,,0.0,0.21
8922,WinBack: Covert Operations,N64,1999,Sep,30,undefined,KOEI  ,Omega Force  ,,,0.17,0.04,,0.0,0.21
8923,SBK Superbike World Championship,X360,2009,Mar,03,undefined,Conspiracy Entertainment  ,Milestone  ,,,0.06,0.14,,0.01,0.21
8924,NBA Live 16,PS4,2015,Sep,29,undefined,EA Sports  ,EA Tiburon  ,,,0.13,0.05,,0.04,0.21
8925,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,2011,May,10,undefined,Konami  ,Konami  ,,,0.1,0.03,0.07,0.01,0.21
8926,Disney's Planes,DS,2013,Aug,06,undefined,Disney Interactive Studios  ,TOSE  ,,,0.11,0.09,,0.02,0.21
8927,Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996,Dec,28,undefined,Seta Corporation  ,Seta Corporation  ,,,,,0.2,0.01,0.21
8928,G.I. Joe: The Rise of Cobra,PS3,2009,Aug,04,undefined,Electronic Arts  ,Double Helix Games  ,4.3,,0.11,0.07,,0.03,0.21
8929,The King of Fighters '96,SAT,1996,Dec,31,undefined,SNK  ,SNK Corporation  ,,,,,0.21,0.0,0.21
8930,Bionicle,GC,2003,Oct,20,undefined,Electronic Arts  ,Argonaut Games  ,4.8,,0.16,0.04,,0.01,0.21
8931,Conan Exiles,PS4,2018,May,08,undefined,Maximum Games  ,Funcom Oslo A/S  ,,,0.05,0.05,0.09,0.02,0.21
8932,Angel Blade: Neo Tokyo Guardians,PS,1997,Jul,03,undefined,On Demand  ,Nippon Ichi Software  ,,,0.12,0.08,,0.01,0.21
8933,Threads of Fate,PS,2000,Jul,14,undefined,Square EA  ,SquareSoft  ,7.8,,0.12,0.08,,0.01,0.21
8934,World Series of Poker,PSP,2005,Sep,14,undefined,Activision Value  ,Activision Value  ,3.3,,0.19,0.0,,0.02,0.21
8935,PoPoLoCrois Monogatari II,PS,2000,Jan,27,undefined,Sony Computer Entertainment  ,G-Artists  ,,,,,0.2,0.01,0.21
8936,Vampire Rain,X360,2007,Jul,03,undefined,AQ Interactive  ,Artoon  ,3.9,,0.18,0.0,0.01,0.02,0.21
8937,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,GBA,2004,May,21,undefined,Konami  ,Konami  ,,,,,0.2,0.01,0.21
8938,Rayman Raving Rabbids,X360,2007,Apr,24,undefined,Ubisoft  ,Ubisoft Montpellier  ,6.4,,0.18,0.01,,0.02,0.21
8939,The Amazing Spider-Man (2012),3DS,2012,Jun,26,undefined,Activision  ,Beenox  ,7.0,,0.16,0.03,,0.02,0.21
8940,Deus Ex: The Conspiracy,PS2,2002,Mar,25,undefined,Eidos Interactive  ,Ion Storm  ,8.0,,0.1,0.08,,0.03,0.21
8941,Unreal II: The Awakening,XB,2004,Feb,10,undefined,Atari  ,Tantalus Interactive  ,,,0.17,0.04,,0.01,0.21
8942,Rumble Racing,PS2,2001,Apr,23,undefined,Electronic Arts  ,Electronic Arts  ,,,0.1,0.08,,0.03,0.21
8943,Spider-Man: Web of Shadows,PS2,2008,Oct,21,undefined,Activision  ,Shaba Games / Treyarch  ,6.9,,0.1,0.08,,0.03,0.21
8944,Batman Begins,XB,2005,Jun,14,undefined,Electronic Arts  ,Eurocom Entertainment Software  ,,,0.16,0.04,,0.01,0.21
8945,Guilty Gear Xrd: Sign,PS3,2014,Dec,16,undefined,Aksys Games  ,Arc System Works  ,,,0.11,,0.07,0.03,0.21
8946,State of Decay: Year One Survival Edition,XOne,2015,Apr,28,undefined,Microsoft Studios  ,Undead Labs  ,,,0.14,0.05,,0.02,0.21
8947,Secrets of Grindea,PC,N/A,N/A,N/A,undefined,Unknown  ,Pixel Ferrets  ,,,,,,,
8948,DEFIANCE,PC,2013,Apr,02,undefined,Trion Worlds  ,Trion Worlds  ,,,0.14,0.04,,0.02,0.21
8949,J-League Winning Eleven 10 + Europa League 06-07,PS2,2006,Nov,22,undefined,Konami  ,Konami  ,,,,,0.21,,0.21
8950,Shrek: Reekin' Havoc,GBA,2003,Jul,30,undefined,TDK Mediactive  ,TOSE Software  ,,,0.15,0.06,,0.0,0.21
8951,Champion Jockey: G1 Jockey & Gallop Racer,PS3,2011,Nov,08,undefined,Tecmo Koei  ,Tecmo Koei Games  ,,,0.06,0.05,0.08,0.02,0.21
8952,Way of the Samurai 3,X360,2009,Oct,13,undefined,UFO Interactive  ,Acquire  ,,,0.12,0.05,0.02,0.02,0.21
8953,Tales of Phantasia: Narikiri Dungeon X,PSP,2010,Aug,05,undefined,Namco Bandai  ,Alfa System  ,,,,,0.21,,0.21
8954,Barbie: Groom and Glam Pups,Wii,2010,Nov,16,undefined,THQ  ,THQ  ,,,0.18,0.02,,0.02,0.21
8955,JSRF: Jet Set Radio Future,XB,2002,Feb,28,undefined,Sega  ,Smilebit  ,,,0.13,0.04,0.03,0.01,0.21
8956,NHL Hitz 20-02,GC,2001,Nov,17,undefined,Midway Games  ,EA Black Box  ,,,0.16,0.04,,0.01,0.21
8957,Devil May Cry HD Collection,PS4,2018,Mar,13,undefined,Capcom  ,Capcom  ,,,0.1,0.06,0.02,0.03,0.21
8958,Legend of Dungeon,PC,N/A,N/A,N/A,undefined,Unknown  ,Robot Loves Kitty  ,,,,,,,
8959,Russian SuperHero Dead Ivan,PC,N/A,N/A,N/A,undefined,Unknown  ,Anatoliy Loginovskikh  ,,,,,,,
8960,Greg Hastings Paintball 2,X360,2010,Sep,28,undefined,Majesco  ,Super X Studios  ,,,0.19,,,0.01,0.21
8961,The Last Airbender,Wii,2010,Jun,29,undefined,THQ  ,THQ  ,,,0.12,0.07,,0.02,0.21
8962,NCAA Football 2003,GC,2002,Jul,20,undefined,EA Sports  ,EA Tiburon  ,9.2,,0.16,0.04,,0.01,0.21
8963,7 Days to Die,PS4,2016,Jun,28,undefined,Telltale Games  ,The Fun Pimps  ,,,0.09,0.08,,0.03,0.21
8964,Rollcage,PS,1999,Mar,24,undefined,Psygnosis  ,Attention To Detail  ,,,0.12,0.08,,0.01,0.21
8965,Prison Break: The Conspiracy,X360,2010,Mar,30,undefined,Deep Silver  ,ZootFly  ,3.3,,0.07,0.11,,0.02,0.21
8966,Final Fantasy Fables: Chocobo's Dungeon,Wii,2008,Jul,08,undefined,Square Enix  ,High Horse Entertainment  ,7.4,,0.09,0.0,0.11,0.01,0.21
8967,Blue Dragon Plus,DS,2009,Feb,19,undefined,Ignition Entertainment  ,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.  ,6.5,,0.12,0.03,0.05,0.01,0.21
8968,theHunter: Primal,PC,2015,Mar,31,undefined,Avalanche Studios  ,Expansive Worlds  ,,,,,,,
8969,Always Sometimes Monsters,PC,2014,May,21,undefined,Devolver Digital  ,Unknown  ,,,,,,,
8970,StokEd,X360,2009,Feb,26,undefined,Destineer  ,Bongfish  ,,,0.18,0.01,,0.02,0.21
8971,ESPN Winter X Games: Snowboarding 2002,PS2,2000,Oct,24,undefined,Konami  ,Konami Computer Entertainment Osaka  ,,,0.1,0.08,,0.03,0.21
8972,Zone of the Enders HD Collection,X360,2012,Oct,30,undefined,Konami Digital Entertainment  ,Kojima Productions  ,,,0.15,0.03,0.01,0.02,0.21
8973,Project: Snowblind,PS2,2005,Feb,23,undefined,Eidos Interactive  ,Unknown  ,,,0.1,0.08,,0.03,0.21
